JD, Isun, Iearth, ph_M, ph_E =        2455890.70734         1403.6554629            0.0802540  178.66379   -1.33294
 iJD,phase_angle_E,ratio =    2455890.7073391001        -1.3329407356      -911.0000000000
JD, Isun, Iearth, ph_M, ph_E =        2455891.70734         1404.1842374            0.0770324 -166.89059   13.07737
 iJD,phase_angle_E,ratio =    2455891.7073391001        13.0773702443      -911.0000000000
