1853.0 824.0
1.85e-05 0.005127
18880.0 1096.0
1888.0 1028.0
1893.0 264.5
1895.0 259.5
19300.0 272.8
1944.0 203.2
1.985e-05 0.002289
19980.0 1256.0
1.9e-05 0.007442
1e-05 0.001575
2010.0 552.0
2019.0 227.1
2074.0 480.2
21180.0 1148.0
2144.0 711.5
2146.0 679.5
217.2 87.44
2.176e-05 0.001797
2196.0 168.0
2.19e-05 0.004677
2.205e-05 0.003937
2230.0 505.0
2270.0 259.0
22960.0 1007.5
2318.0 110.94
23410.0 161.8
235.6 168.8
23660.0 333.2
23870.0 926.5
2412.0 1134.0
24240.0 335.5
2438.0 1163.0
2.456e-05 0.003258
2.46e-05 0.00628
24880.0 664.0
25060.0 707.5
25260.0 117.7
2536.0 252.4
2.53e-05 0.01785
25800.0 229.6
2.59e-05 0.003967
2.5e-05 0.015045
2618.0 681.5
2.635e-05 0.004112
2732.0 727.5
27420.0 816.5
2766.0 288.0
27890.0 195.6
2794.0 761.0
2806.0 110.56
2806.0 532.5
2868.0 184.5
2874.0 945.5
29020.0 957.5
2920.0 1117.0
293.8 108.44
2.95e-05 0.00471
2962.0 1123.0
29650.0 108.2
2e-05 0.005566
3034.0 138.4
3.046e-05 0.000832
308.5 207.4
3.17e-05 0.001676
320.8 126.4
3216.0 563.5
3.21e-05 0.002699
33000.0 86.94
33540.0 350.0
3398.0 297.0
34100.0 871.0
3.42e-05 0.00547
3534.0 488.0
3572.0 267.5
3606.0 600.5
3624.0 829.5
3634.0 599.0
3.64e-05 0.005558
3.67e-05 0.00559
3706.0 181.8
3.713e-05 0.00557
37500.0 873.0
375.2 168.4
37700.0 342.8
378.5 244.1
3.78e-05 0.001092
37980.0 192.6
3.83e-05 0.001114
38400.0 429.5
3.856e-05 0.01017
38620.0 721.5
3990.0 1076.0
399.5 257.0
4.005e-05 0.003788
415.8 87.0
4180.0 755.5
4210.0 1296.0
4230.0 350.8
4236.0 269.2
4.26e-05 0.002218
4.274e-05 0.001322
4.303e-05 0.002974
4310.0 443.2
4336.0 196.6
4.34e-05 0.002516
4.375e-05 0.00917
4.51e-05 0.006077
45500.0 113.2
4.56e-05 0.006214
4656.0 760.5
4.6e-06 0.01319
4.71e-05 0.012985
4.77e-05 0.00383
4824.0 192.5
4.905e-05 0.0009294
49100.0 111.94
49440.0 1645.0
5076.0 1306.0
5284.0 296.2
5324.0 377.2
53400.0 719.0
5.35e-05 0.001825
5.364e-05 0.001378
5384.0 1294.0
54100.0 127.5
5.424e-05 0.01109
5430.0 456.2
5484.0 1041.0
5.48e-05 0.015594
5.63e-05 0.00784
5644.0 140.8
5680.0 1199.0
5.746e-05 0.001176
5750.0 234.4
5770.0 187.2
582.5 181.1
5.89e-05 0.002243
5948.0 348.5
596.5 86.94
605.5 394.2
60900.0 123.56
6.11e-05 0.008606
6.14e-05 0.007904
6.15e-05 0.00833
6.413e-05 0.009834
642.5 312.5
654.5 130.5
6.586e-05 0.003689
6.5e-05 0.001261
6652.0 203.9
6656.0 434.2
6.69e-05 0.001067
6.72e-05 0.006367
6.735e-05 0.003084
677.5 446.8
6.79e-05 0.004047
6.855e-05 0.00332
6.866e-05 0.00326
6.97e-05 0.001682
6.98e-05 0.0007997
7056.0 349.8
709.0 146.8
7.11e-05 0.004406
719.5 469.0
7.1e-05 0.005856
727.0 423.5
7.2e-06 0.00532
738.0 365.8
7.415e-05 0.007717
7.546e-05 0.003698
761.5 466.5
7.78e-05 0.000883
781.0 640.0
7.814e-05 0.00227
790.5 121.1
7.9e-06 0.006794
809.5 102.0
8144.0 1075.0
8180.0 296.8
8344.0 874.0
8.523e-05 0.0007467
8530.0 1517.0
8.53e-05 0.001337
8620.0 1717.0
8.625e-05 0.001541
8904.0 436.5
8984.0 611.0
9060.0 939.5
906.0 445.5
908.5 220.4
9.197e-05 0.003902
9.215e-05 0.002846
941.0 171.6
949.5 608.5
9640.0 556.5
971.5 288.5
9800.0 236.8
9840.0 1404.0
9944.0 232.2
