0.00010234 0.004982
0.0001031 0.00408
0.0001049 0.000858
0.0001234 0.001795
0.0001255 0.00656
0.000126 0.008965
0.0001283 0.003881
0.0001326 0.00842
0.0001329 0.001222
0.000134 0.00878
0.0001348 0.00328
0.0001361 0.0009575
0.0001404 0.00502
0.0001446 0.004696
0.0001456 0.0069
0.0001469 0.001717
0.000151 0.002115
0.000161 0.00125
0.0001701 0.00163
0.0001729 0.0042
0.0001804 0.00416
0.0001824 0.001596
0.0001843 0.003265
0.0001856 0.001277
0.0001947 0.001511
0.0001957 0.002462
0.0002029 0.004463
0.0002041 0.002048
0.0002042 0.00686
0.0002044 0.001074
0.0002089 0.001118
0.0002098 0.00796
0.0002141 0.003614
0.0002159 0.00444
0.0002223 0.00101
0.0002251 0.001325
0.0002254 0.00789
0.000231 0.00812
0.000232 0.001453
0.0002409 0.001352
0.000247 0.00708
0.0002491 0.003075
0.0002854 0.0009475
0.0002973 0.00137
0.0002983 0.00953
0.0003054 0.00246
0.000323 0.002169
0.0003288 0.001597
0.000332 0.00172
0.0003417 0.000851
0.000348 0.001876
0.000349 0.003021
0.0003538 0.001084
0.000369 0.00394
0.0003774 0.00193
0.0003786 0.002983
0.0003862 0.001043
0.0004046 0.003204
0.00042 0.002562
0.0004253 0.00759
0.0004284 0.0011635
0.0004613 0.0009556
0.0004823 0.00417
0.00049 0.002981
0.000491 0.002367
0.0004916 0.003572
0.0005083 0.001412
0.0005193 0.002419
0.0005207 0.001494
0.0005245 0.004852
0.0005326 0.002188
0.000533 0.00599
0.0005336 0.001852
0.000534 0.00976
0.000559 0.001548
0.0005608 0.001968
0.000578 0.002148
0.0005856 0.001578
0.000586 0.00512
0.000613 0.001251
0.000636 0.001578
0.0006394 0.001235
0.00065 0.006165
0.000651 0.003597
0.0006523 0.00255
0.0006766 0.00399
0.000691 0.0012865
0.000712 0.007732
0.000726 0.003654
0.000726 0.006237
0.000755 0.00673
0.000763 0.001419
0.0007725 0.00888
0.000795 0.00445
0.000799 0.00877
0.0008106 0.00133
0.0008254 0.001309
0.000883 0.002821
0.000885 0.004913
0.000886 0.001999
0.0008936 0.002201
0.0009055 0.001875
0.000906 0.002537
0.000916 0.00406
0.0009685 0.001947
0.000972 0.001677
0.000972 0.006493
0.001017 0.001894
0.001035 0.002064
0.001093 0.005245
0.001234 0.002985
0.00126 0.002026
0.001276 0.0024
0.001299 0.002062
0.001309 0.002695
0.001314 0.001869
0.001337 0.002016
0.001372 0.002459
0.001386 0.005352
0.001401 0.003944
0.001506 0.003252
0.001604 0.00537
0.001856 0.003033
0.001912 0.00426
0.001915 0.002954
0.002157 0.002645
0.00218 0.002699
0.00231 0.00999
0.002535 0.002909
0.002722 0.01398
0.003424 0.015564
0.00362 0.006588
0.00493 0.00428
0.005184 0.004414
0.00674 0.01449
0.007023 0.009
0.007305 0.01631
0.007767 0.0099
0.5137 0.1175
0.5137 0.12335
0.5137 0.1289
0.5264 0.01804
0.5264 0.03076
0.527 0.01904
0.527 0.01993
0.527 0.02774
0.527 0.03122
0.532 0.04074
0.5327 0.05038
0.5327 0.06088
0.5327 0.06995
0.5327 0.10846
0.533 0.09033
0.55 0.09503
0.55 0.09814
0.55 0.1066
0.55 0.1192
0.55 0.1432
0.55 0.154
0.55 0.1624
0.55 0.2059
0.55 0.2097
0.55 0.224
0.5503 0.1583
0.5767 0.2534
0.577 0.3057
0.577 0.429
0.577 0.454
0.593 0.05527
0.5933 0.02116
0.5933 0.04095
0.5933 0.04388
0.5933 0.04816
0.5933 0.0586
0.5933 0.0621
0.606 0.1685
0.606 0.2172
0.606 0.2712
0.606 0.3235
0.6064 0.2151
0.6064 0.2512
0.678 0.03436
0.678 0.04187
0.678 0.0455
0.678 0.05322
0.6787 0.0364
0.6787 0.04102
0.6787 0.04575
0.8467 0.02515
0.8467 0.02534
0.8467 0.0305
0.847 0.01389
0.847 0.0238
0.847 0.02576
0.847 0.02692
0.847 0.02824
0.847 0.0284
0.847 0.03113
0.847 0.03125
0.8477 0.02748
0.8477 0.03003
0.8477 0.032
0.848 15.83
0.8486 0.689
0.8486 0.6953
0.8486 12.39
0.8486 14.82
0.8486 20.39
0.8486 22.84
0.8486 27.2
0.8486 29.1
0.849 0.693
0.849 0.7266
0.849 15.336
0.849 15.86
0.849 17.84
0.849 26.6
0.874 0.826
0.874 0.8267
0.874 0.8306
0.874 0.835
0.874 0.837
0.874 0.8403
0.8745 0.828
0.8745 0.844
0.8745 0.845
0.8745 0.8457
0.8745 0.846
0.921 1.216
0.921 1.578
0.921 1.759
0.921 2.238
0.9214 1.316
0.9214 1.518
0.929 13.35
0.929 13.77
0.929 15.695
0.929 18.5
0.929 21.78
0.929 26.39
0.9297 22.3
0.959 31.48
0.9595 23.64
0.9595 25.25
0.9595 25.72
0.9595 33.53
0.9595 45.3
0.9595 70.8
0.96 40.4
0.9688 3.361
0.9688 4.64
0.9688 5.79
0.969 2.516
0.969 3.432
0.969 4.617
0.969 6.586
0.9697 4.105
0.974 11.164
0.974 2.973
0.974 3.871
0.974 5.223
0.9746 2.598
0.9746 3.934
0.9746 4.13
0.9746 4.434
0.9746 7.105
0.975 2.787
0.975 6.8
0.9854 17.69
0.9854 24.39
0.9854 26.84
0.9854 33.1
0.9854 6.688
0.986 20.08
0.986 20.5
0.986 21.4
0.986 27.08
0.9863 12.016
0.9863 12.14
0.9863 12.62
0.9863 6.773
0.9863 8.02
0.986 6.24
0.987 12.01
0.987 3.846
0.987 3.979
0.987 4.04
0.987 7.547
10050.0 515.5
1021.5 460.5
1.025e-05 0.009705
1032.0 194.8
1037.0 227.6
1.065 12.95
1.065 14.22
1.065 8.945
1.066 10.11
1.066 16.47
1.066 20.83
1.066 23.44
1.066 7.867
1073.0 463.5
1093.0 574.5
11096.0 698.5
1112.0 590.0
11176.0 790.0
1132.0 176.8
11330.0 798.0
11410.0 1221.0
11480.0 306.2
1.15e-05 0.00741
11640.0 379.2
1184.0 531.0
1196.0 235.0
1218.0 424.8
1229.0 185.2
1233.0 196.6
1247.0 968.5
12910.0 485.5
12960.0 925.5
1307.0 274.0
130.9 53.84
1320.0 506.8
13240.0 708.0
1.32e-05 0.007725
1407.0 123.94
14270.0 414.5
1.42e-05 0.00533
1.42e-05 0.02094
1431.0 215.6
1453.0 516.5
1456.0 402.2
1.49e-05 0.010216
1.53e-05 0.01321
15416.0 307.0
1.544e-05 0.003765
15450.0 506.5
15540.0 302.2
1579.0 119.25
159.1 74.3
1613.0 549.0
1682.0 419.8
16910.0 513.0
1.746e-05 0.002436
17490.0 134.6
1.74e-05 0.003344
1768.0 496.0
1782.0 825.5
17900.0 328.2
1.794e-05 0.00453
1.7e-05 0.004715
1.7e-05 0.00689
1.83e-05 0.001849
