         62.5332          0.9990          0.0123          0.2704        210.3750    1000000.0000       1327.4279   0.038362
         62.5332          0.9985          0.0127          0.2704        210.3750    1000000.0000       1327.4279   0.038362
         63.4384          0.9990          0.0124          0.2775        210.4583    1000000.0000       1327.4540   0.037784
         62.5332          0.9992          0.0118          0.2704        210.3750    1000000.0000       1327.4279   0.038362
         63.4384          1.0002          0.0120          0.2775        210.4583    1000000.0000       1327.4540   0.037784
         64.3441          1.0022          0.0119          0.2846        210.5417          4.2423       1327.4801   0.037207
         65.2503          1.0007          0.0117          0.2918        210.6250          1.6599       1327.5062   0.036631
         66.1573          1.0005          0.0120          0.2990        210.7083          1.1980       1327.5325   0.036055
         62.5332          1.0009          0.0120          0.2704        210.3750    1000000.0000       1327.4279   0.038362
         62.9857          1.0005          0.0114          0.2740        210.4167    1000000.0000       1327.4409   0.038073
         63.4384          0.9976          0.0151          0.2775        210.4583    1000000.0000       1327.4540   0.037784
         63.8911          1.0022          0.0112          0.2811        210.5000    1000000.0000       1327.4670   0.037496
         64.3441          1.0007          0.0126          0.2846        210.5417          4.2423       1327.4801   0.037207
         64.7971          0.9989          0.0124          0.2882        210.5833          2.3247       1327.4931   0.036919
         65.2503          0.9993          0.0126          0.2918        210.6250          1.6599       1327.5062   0.036631
         65.7037          1.0000          0.0125          0.2954        210.6667          1.3507       1327.5194   0.036343
         66.1573          1.0009          0.0127          0.2990        210.7083          1.1980       1327.5325   0.036055
         66.6110          0.9983          0.0142          0.3027        210.7500          1.1369       1327.5457   0.035767
         67.0649          0.9999          0.0126          0.3063        210.7917          1.1465       1327.5589   0.035479
         67.5189          1.0011          0.0128          0.3100        210.8333          1.2296       1327.5721   0.035192
         67.9732          0.9985          0.0130          0.3136        210.8750          1.4147       1327.5853   0.034905
         68.4276          0.9987          0.0110          0.3173        210.9167          1.7852       1327.5986   0.034618
         68.8822          1.0017          0.0119          0.3210        210.9583          2.6084       1327.6118   0.034331
         69.3371          1.0002          0.0126          0.3247        211.0000          5.2617       1327.6251   0.034045
         69.7921          0.9999          0.0129          0.3285        211.0417    1000000.0000       1327.6384   0.033759
         70.2474          1.0004          0.0129          0.3322        211.0833    1000000.0000       1327.6518   0.033473
         70.7028          0.9999          0.0121          0.3360        211.1250    1000000.0000       1327.6651   0.033187
         71.1585          0.9996          0.0122          0.3397        211.1667    1000000.0000       1327.6785   0.032902
         71.6144          0.9995          0.0125          0.3435        211.2083    1000000.0000       1327.6919   0.032617
         72.0706          0.9994          0.0114          0.3473        211.2500    1000000.0000       1327.7053   0.032333
         72.5270          0.9994          0.0126          0.3511        211.2917    1000000.0000       1327.7187   0.032048
         72.9836          1.0011          0.0120          0.3549        211.3333    1000000.0000       1327.7322   0.031765
         73.4405          0.9985          0.0124          0.3587        211.3750    1000000.0000       1327.7456   0.031481
         73.8976          1.0006          0.0119          0.3626        211.4167    1000000.0000       1327.7591   0.031198
         74.3550          0.9990          0.0119          0.3664        211.4583    1000000.0000       1327.7726   0.030916
         74.8127          0.9995          0.0126          0.3703        211.5000    1000000.0000       1327.7862   0.030633
         75.2706          1.0004          0.0122          0.3741        211.5417          6.4067       1327.7997   0.030352
         75.7288          0.9995          0.0127          0.3780        211.5833          2.8275       1327.8133   0.030071
         76.1874          0.9993          0.0126          0.3819        211.6250          1.8540       1327.8269   0.029790
         76.6461          0.9992          0.0117          0.3858        211.6667          1.4317       1327.8405   0.029510
         77.1052          0.9997          0.0123          0.3897        211.7083          1.2190       1327.8542   0.029230
         77.5646          1.0017          0.0129          0.3936        211.7500          1.1146       1327.8678   0.028951
         78.0243          1.0002          0.0116          0.3975        211.7917          1.0821       1327.8815   0.028672
         78.4843          0.9996          0.0128          0.4015        211.8333          1.1114       1327.8952   0.028394
         78.9447          0.9981          0.0121          0.4054        211.8750          1.2110       1327.9089   0.028116
         79.4053          1.0010          0.0115          0.4094        211.9167          1.4138       1327.9226   0.027839
         79.8663          1.0015          0.0122          0.4133        211.9583          1.8101       1327.9364   0.027563
         80.3276          1.0005          0.0123          0.4173        212.0000          2.6899       1327.9502   0.027287
         80.7893          0.9987          0.0121          0.4213        212.0417          5.5774       1327.9640   0.027012
         81.2513          1.0011          0.0117          0.4253        212.0833    1000000.0000       1327.9778   0.026737
         81.7136          1.0001          0.0114          0.4292        212.1250    1000000.0000       1327.9916   0.026463
         82.1764          1.0021          0.0122          0.4333        212.1667    1000000.0000       1328.0055   0.026190
         82.6395          1.0004          0.0113          0.4373        212.2083    1000000.0000       1328.0194   0.025917
         83.1029          1.0005          0.0113          0.4413        212.2500    1000000.0000       1328.0333   0.025645
         83.5667          1.0002          0.0128          0.4453        212.2917    1000000.0000       1328.0472   0.025374
         84.0310          0.9992          0.0121          0.4493        212.3333    1000000.0000       1328.0611   0.025104
         84.4956          0.9977          0.0127          0.4534        212.3750    1000000.0000       1328.0751   0.024834
         84.9606          1.0008          0.0120          0.4574        212.4167    1000000.0000       1328.0891   0.024565
         85.4260          1.0003          0.0129          0.4615        212.4583    1000000.0000       1328.1031   0.024296
         85.8918          0.9980          0.0136          0.4655        212.5000    1000000.0000       1328.1171   0.024029
         86.3580          0.9992          0.0124          0.4696        212.5417         13.2481       1328.1311   0.023762
         86.8246          0.9977          0.0127          0.4736        212.5833          3.8139       1328.1452   0.023496
         87.2917          1.0004          0.0112          0.4777        212.6250          2.2026       1328.1593   0.023231
         87.7592          1.0005          0.0122          0.4818        212.6667          1.5910       1328.1734   0.022966
         88.2271          0.9972          0.0127          0.4859        212.7083          1.2924       1328.1875   0.022703
         88.6955          1.0007          0.0122          0.4899        212.7500          1.1362       1328.2016   0.022440
         89.1643          1.0000          0.0128          0.4940        212.7917          1.0626       1328.2158   0.022178
         89.6335          1.0001          0.0111          0.4981        212.8333          1.0495       1328.2300   0.021917
         90.1033          0.9998          0.0128          0.5022        212.8750          1.0931       1328.2442   0.021657
         90.5734          0.9995          0.0130          0.5063        212.9167          1.2050       1328.2584   0.021398
         91.0441          0.9997          0.0131          0.5104        212.9583          1.4213       1328.2726   0.021140
         91.5152          1.0001          0.0126          0.5145        213.0000          1.8362       1328.2869   0.020882
         91.9869          0.9989          0.0128          0.5187        213.0417          2.7493       1328.3012   0.020626
         92.4590          1.0010          0.0125          0.5228        213.0833          5.7153       1328.3155   0.020370
         92.9316          0.9992          0.0122          0.5269        213.1250    1000000.0000       1328.3298   0.020116
         93.4046          0.9989          0.0119          0.5310        213.1667    1000000.0000       1328.3442   0.019862
         93.8782          1.0009          0.0119          0.5351        213.2083    1000000.0000       1328.3585   0.019610
         94.3524          0.9987          0.0119          0.5393        213.2500    1000000.0000       1328.3729   0.019358
         94.8270          1.0011          0.0132          0.5434        213.2917    1000000.0000       1328.3873   0.019108
         95.3021          0.9992          0.0125          0.5475        213.3333    1000000.0000       1328.4017   0.018858
         95.7778          0.9995          0.0115          0.5516        213.3750    1000000.0000       1328.4162   0.018610
         96.2540          1.0004          0.0125          0.5558        213.4167    1000000.0000       1328.4306   0.018362
         96.7307          0.9994          0.0117          0.5599        213.4583    1000000.0000       1328.4451   0.018116
         97.2080          0.9987          0.0122          0.5640        213.5000    1000000.0000       1328.4596   0.017871
         97.6859          1.0022          0.0129          0.5682        213.5417    1000000.0000       1328.4741   0.017627
         98.1643          0.9999          0.0112          0.5723        213.5833          6.2948       1328.4887   0.017384
         98.6432          0.9994          0.0123          0.5764        213.6250          2.8755       1328.5032   0.017142
         99.1227          1.0000          0.0126          0.5806        213.6667          1.8832       1328.5178   0.016902
         99.6028          0.9991          0.0130          0.5847        213.7083          1.4403       1328.5324   0.016662
        100.0835          1.0012          0.0119          0.5888        213.7500          1.2093       1328.5470   0.016424
        100.5647          1.0014          0.0129          0.5929        213.7917          1.0866       1328.5617   0.016187
        101.0465          1.0007          0.0131          0.5971        213.8333          1.0323       1328.5763   0.015951
        101.5290          0.9998          0.0121          0.6012        213.8750          1.0319       1328.5910   0.015716
        102.0120          0.9977          0.0123          0.6053        213.9167          1.0848       1328.6057   0.015483
        102.4956          1.0000          0.0115          0.6094        213.9583          1.2046       1328.6204   0.015251
        102.9798          1.0003          0.0122          0.6135        214.0000          1.4283       1328.6352   0.015020
