incidence,emergence,phase,azimuth,offnad
70.0,79.91406058211734,86.56613843342896,90.0,73.12738191425055
70.0,66.12802786048098,82.04394125157368,90.0,62.72568762645759
70.0,0.642278446485234,70.00131024822925,90.0,0.6242766463050599
70.0,66.38023150718482,82.1236569472643,-90.0,62.94188767280138
70.0,79.91406058211734,86.56613843342896,-90.0,73.12738191425055
