incidence,emergence,phase,azimuth,offnad
65.0,79.96565803364626,125.47648190950768,137.12370013750203,73.15759139009523
65.0,76.30610176733379,134.29135273566985,155.04785214414923,70.79438110727045
65.0,74.46888904122784,139.46838879802345,179.79345339475827,69.46885671715629
65.0,76.35666117011445,134.15703825626318,-154.7086481645183,70.82971352653749
65.0,79.96565803364626,125.47648190950768,-137.12370013750203,73.15759139009523
