incidence,emergence,phase,azimuth,offnad
79.45470941050044,79.94132796098398,43.782225996785726,-44.53508421195008,73.14335908222917
79.45470941050044,72.7667268785877,25.568324313928766,-25.450890183050994,68.17717279602697
79.45470941050044,67.02671136565394,18.27425822183938,14.029886636022212,63.493393580469665
79.45470941050044,72.8871926239466,53.0680794660571,54.395567292279786,68.27036222076119
79.45470941050044,79.95487133768167,71.74096842319115,73.10121584837077,73.15128428994824
